Volcano Number,Volcano Name,Eruption Number,Eruption Category,Start Year,Start Month,Start Day,End Year,End Month,End Day,Latitude,Longitude,,,,,,,,
264180,Lewotobi,16294,Confirmed Eruption,1968,11,28,1969,2,2,-8.542,122.775,,,,,,,,
312160,Trident,20092,Confirmed Eruption,1968,11,13,1968,11,13,58.236,-155.1,,,,,,,,
344070,"Negro, Cerro",10962,Confirmed Eruption,1968,10,23,1968,12,10,12.506,-86.702,,,,,,,,
332010,Kilauea,10103,Confirmed Eruption,1968,10,7,1968,10,22,19.421,-155.287,,,,,,,,
284133,Fukujin,18094,Confirmed Eruption,1968,9,16,,,,21.93,143.47,,,,,,,,
261160,Talang,15492,Confirmed Eruption,1968,9,16,1968,10,16,-0.979,100.681,,,,,,,,
332010,Kilauea,10102,Confirmed Eruption,1968,8,22,1968,8,26,19.421,-155.287,,,,,,,,
241080,Tongariro,14599,Confirmed Eruption,1968,8,18,,,,-39.157,175.632,,,,,,,,
255020,Bagana,15136,Confirmed Eruption,1968,8,16,1968,8,16,-6.137,155.196,,,,,,,,
345033,Arenal,11134,Confirmed Eruption,1968,7,29,2010,12,16,10.463,-84.703,,,,,,,,
284010,Izu-Oshima,18236,Confirmed Eruption,1968,7,28,1968,7,28,34.724,139.394,,,,,,,,
282020,Io-Torishima,16920,Confirmed Eruption,1968,7,18,1968,7,18,27.881,128.223,,,,,,,,
266030,Soputan,13597,Confirmed Eruption,1968,7,16,1968,8,16,1.112,124.737,,,,,,,,
300260,Klyuchevskoy,19454,Confirmed Eruption,1968,7,3,1968,7,3,56.056,160.642,,,,,,,,
300240,Tolbachik,19319,Confirmed Eruption,1968,7,2,1969,7,2,55.832,160.326,,,,,,,,
257020,Gaua,15222,Confirmed Eruption,1968,7,2,1968,12,1,-14.27,167.5,,,,,,,,
345040,Poas,11170,Confirmed Eruption,1968,7,2,,,,10.2,-84.233,,,,,,,,
357010,Tupungatito,14112,Confirmed Eruption,1968,7,2,,,,-33.425,-69.797,,,,,,,,
353010,Fernandina,11666,Confirmed Eruption,1968,6,11,1968,7,4,-0.37,-91.55,,,,,,,,
264140,Kelimutu,16263,Confirmed Eruption,1968,6,3,1968,7,29,-8.77,121.82,,,,,,,,
373050,Kverkfjoll,12903,Confirmed Eruption,1968,5,23,1968,6,16,64.653,-16.647,,,,,,,,
353010,Fernandina,11665,Confirmed Eruption,1968,5,21,1968,5,23,-0.37,-91.55,,,,,,,,
265060,Nila,16382,Confirmed Eruption,1968,5,7,1968,6,16,-6.73,129.5,,,,,,,,
273030,Mayon,16803,Confirmed Eruption,1968,4,21,1968,5,20,13.257,123.685,,,,,,,,
241100,Ruapehu,14635,Confirmed Eruption,1968,4,6,1968,6,10,-39.28,175.57,,,,,,,,
251050,Long Island,14962,Confirmed Eruption,1968,3,16,1968,6,12,-5.358,147.12,,,,,,,,
290070,Etorofu-Yakeyama [Grozny Group],18750,Confirmed Eruption,1968,2,16,1968,2,16,45.012,147.871,,,,,,,,
261170,Kerinci,15518,Confirmed Eruption,1968,2,3,1968,3,18,-1.697,101.264,,,,,,,,
273070,Taal,16856,Confirmed Eruption,1968,1,31,1968,4,2,14.002,120.993,,,,,,,,
241040,Whakaari/White Island,14481,Confirmed Eruption,1968,1,27,1969,2,16,-37.52,177.18,,,,,,,,
264010,Batur,16197,Confirmed Eruption,1968,1,23,1968,2,15,-8.242,115.375,,,,,,,,
284010,Izu-Oshima,18235,Confirmed Eruption,1968,1,19,1968,1,19,34.724,139.394,,,,,,,,
261160,Talang,15491,Confirmed Eruption,1968,1,14,1968,1,14,-0.979,100.681,,,,,,,,
211060,Etna,13797,Confirmed Eruption,1968,1,7,1968,5,4,37.748,14.999,,,,,,,,
284120,Ioto,18409,Confirmed Eruption,1967,12,23,1967,12,23,24.751,141.289,,,,,,,,
243070,Lateiki,14764,Confirmed Eruption,1967,12,11,1968,1,4,-19.18,-174.87,,,,,,,,
263280,Kelud,15424,Confirmed Eruption,1967,12,11,1967,12,11,-7.935,112.314,,,,,,,,
313030,Redoubt,20389,Confirmed Eruption,1967,12,6,1968,4,28,60.485,-152.742,,,,,,,,
390030,Deception Island,13193,Confirmed Eruption,1967,12,4,1967,12,7,-63.001,-60.652,,,,,,,,
267020,Karangetang,16525,Confirmed Eruption,1967,11,29,1967,12,2,2.781,125.407,,,,,,,,
282020,Io-Torishima,16919,Confirmed Eruption,1967,11,25,,,,27.881,128.223,,,,,,,,
300130,Karymsky,19183,Confirmed Eruption,1967,11,16,1967,11,16,54.049,159.443,,,,,,,,
332010,Kilauea,10101,Confirmed Eruption,1967,11,5,1968,7,13,19.421,-155.287,,,,,,,,
261170,Kerinci,15517,Confirmed Eruption,1967,11,2,,,,-1.697,101.264,,,,,,,,
300240,Tolbachik,19318,Confirmed Eruption,1967,10,16,1967,11,16,55.832,160.326,,,,,,,,
261160,Talang,15490,Confirmed Eruption,1967,10,10,1967,10,10,-0.979,100.681,,,,,,,,
290360,Chikurachki,18852,Confirmed Eruption,1967,9,6,1967,9,20,50.324,155.461,,,,,,,,
312160,Trident,20235,Confirmed Eruption,1967,9,5,1968,2,25,58.236,-155.1,,,,,,,,
263300,Semeru,16007,Confirmed Eruption,1967,8,31,2009,3,15,-8.108,112.922,,,,,,,,
273070,Taal,16855,Confirmed Eruption,1967,8,16,1967,8,19,14.002,120.993,,,,,,,,
357060,"Azul, Cerro",11960,Confirmed Eruption,1967,8,9,,,,-35.653,-70.761,,,,,,,,
241100,Ruapehu,14634,Confirmed Eruption,1967,7,22,1967,10,4,-39.28,175.57,,,,,,,,
257020,Gaua,15221,Confirmed Eruption,1967,7,16,,,,-14.27,167.5,,,,,,,,
257040,Ambrym,15274,Confirmed Eruption,1967,7,16,1970,8,29,-16.25,168.12,,,,,,,,
263090,Tangkuban Parahu,15681,Confirmed Eruption,1967,7,16,1967,7,16,-6.77,107.6,,,,,,,,
222120,"Lengai, Ol Doinyo",14020,Confirmed Eruption,1967,7,8,1967,9,4,-2.764,35.914,,,,,,,,
221080,Erta Ale,13935,Confirmed Eruption,1967,7,2,2021,12,9,13.6,40.67,,,,,,,,
264040,Tambora,16234,Confirmed Eruption,1967,7,2,,,,-8.25,118,,,,,,,,
300260,Klyuchevskoy,19453,Confirmed Eruption,1967,7,2,,,,56.056,160.642,,,,,,,,
333060,Macdonald,10314,Confirmed Eruption,1967,5,29,1967,5,29,-28.98,-140.25,,,,,,,,
284010,Izu-Oshima,18234,Confirmed Eruption,1967,5,16,1967,8,16,34.724,139.394,,,,,,,,
282110,Asosan,17334,Confirmed Eruption,1967,5,16,1969,12,16,32.884,131.104,,,,,,,,
263180,Slamet,13402,Confirmed Eruption,1967,5,7,1967,7,16,-7.242,109.208,,,,,,,,
223020,Nyamulagira,14066,Confirmed Eruption,1967,4,23,1967,5,9,-1.408,29.2,,,,,,,,
342090,Fuego,10724,Confirmed Eruption,1967,4,22,1967,4,24,14.473,-90.88,,,,,,,,
261140,Marapi,15464,Confirmed Eruption,1967,4,16,1967,7,16,-0.38,100.474,,,,,,,,
284140,Farallon de Pajaros,18494,Confirmed Eruption,1967,3,27,1967,4,10,20.546,144.893,,,,,,,,
300240,Tolbachik,19317,Confirmed Eruption,1967,3,16,1967,5,16,55.832,160.326,,,,,,,,
263280,Kelud,15423,Confirmed Eruption,1967,2,18,1967,2,18,-7.935,112.314,,,,,,,,
311360,Shishaldin,20084,Confirmed Eruption,1967,1,28,,,,54.756,-163.97,,,,,,,,
257050,Lopevi,15307,Confirmed Eruption,1967,1,27,1969,3,31,-16.507,168.346,,,,,,,,
252120,Ulawun,15050,Confirmed Eruption,1967,1,22,1967,12,28,-5.05,151.33,,,,,,,,
252010,Langila,14993,Confirmed Eruption,1967,1,19,1968,6,16,-5.525,148.42,,,,,,,,
290380,Ebeko,18871,Confirmed Eruption,1967,1,16,1967,4,16,50.686,156.014,,,,,,,,
263250,Merapi,15914,Confirmed Eruption,1967,1,12,1970,7,2,-7.54,110.446,,,,,,,,
343100,San Miguel,10860,Confirmed Eruption,1967,1,5,,,,13.434,-88.269,,,,,,,,
345040,Poas,11169,Confirmed Eruption,1967,1,1,,,,10.2,-84.233,,,,,,,,
282050,Kuchinoerabujima,16973,Confirmed Eruption,1966,11,22,1966,11,22,30.443,130.217,,,,,,,,
241040,Whakaari/White Island,14480,Confirmed Eruption,1966,11,13,1967,3,16,-37.52,177.18,,,,,,,,
345020,Rincon de la Vieja,11096,Confirmed Eruption,1966,11,6,1967,12,16,10.83,-85.324,,,,,,,,
343030,Izalco,10821,Confirmed Eruption,1966,10,28,1966,11,16,13.813,-89.633,,,,,,,,
313030,Redoubt,20388,Confirmed Eruption,1966,10,7,1967,1,15,60.485,-152.742,,,,,,,,
266100,Lokon-Empung,16451,Confirmed Eruption,1966,9,24,1966,9,30,1.358,124.792,,,,,,,,
267040,Awu,16567,Confirmed Eruption,1966,8,12,1966,10,16,3.689,125.447,,,,,,,,
342090,Fuego,10723,Confirmed Eruption,1966,8,12,1966,8,13,14.473,-90.88,,,,,,,,
343100,San Miguel,10859,Confirmed Eruption,1966,7,16,,,,13.434,-88.269,,,,,,,,
273070,Taal,16854,Confirmed Eruption,1966,7,5,1966,8,4,14.002,120.993,,,,,,,,
263180,Slamet,13401,Confirmed Eruption,1966,7,2,,,,-7.242,109.208,,,,,,,,
257020,Gaua,15220,Confirmed Eruption,1966,7,2,,,,-14.27,167.5,,,,,,,,
312160,Trident,20234,Confirmed Eruption,1966,7,2,,,,58.236,-155.1,,,,,,,,
344040,Telica,10926,Confirmed Eruption,1966,6,16,1966,6,16,12.606,-86.84,,,,,,,,
285070,Akan,18699,Confirmed Eruption,1966,6,15,1966,6,15,43.384,144.013,,,,,,,,
261170,Kerinci,15516,Confirmed Eruption,1966,6,9,1966,6,30,-1.697,101.264,,,,,,,,
266030,Soputan,13596,Confirmed Eruption,1966,5,21,1967,11,16,1.112,124.737,,,,,,,,
360160,Kick 'em Jenny,12461,Confirmed Eruption,1966,5,5,1966,8,6,12.3,-61.64,,,,,,,,
264010,Batur,16196,Confirmed Eruption,1966,4,28,,,,-8.242,115.375,,,,,,,,
263280,Kelud,15956,Confirmed Eruption,1966,4,26,1966,4,27,-7.935,112.314,,,,,,,,
284202,Ruby,18533,Confirmed Eruption,1966,4,21,1966,5,16,15.62,145.57,,,,,,,,
300240,Tolbachik,19316,Confirmed Eruption,1966,4,15,,,,55.832,160.326,,,,,,,,
241100,Ruapehu,14633,Confirmed Eruption,1966,4,4,1966,9,27,-39.28,175.57,,,,,,,,
264030,Rinjani,16223,Confirmed Eruption,1966,3,28,1966,8,8,-8.42,116.47,,,,,,,,
255020,Bagana,15135,Confirmed Eruption,1966,3,20,1967,11,30,-6.137,155.196,,,,,,,,
255060,Kavachi,15159,Confirmed Eruption,1966,3,19,1966,3,22,-8.991,157.979,,,,,,,,
261140,Marapi,15463,Confirmed Eruption,1966,3,16,1966,6,16,-0.38,100.474,,,,,,,,
233020,"Fournaise, Piton de la",14362,Confirmed Eruption,1966,3,15,1966,5,15,-21.244,55.708,,,,,,,,
312030,Pavlof,20137,Confirmed Eruption,1966,3,15,,,,55.417,-161.894,,,,,,,,
333020,Rocard,10303,Confirmed Eruption,1966,3,9,1966,3,20,-17.662,-148.586,,,,,,,,
264050,Sangeang Api,16250,Confirmed Eruption,1966,2,28,1966,11,16,-8.2,119.07,,,,,,,,
343100,San Miguel,10858,Confirmed Eruption,1966,2,22,,,,13.434,-88.269,,,,,,,,
342090,Fuego,10722,Confirmed Eruption,1966,2,7,1966,5,1,14.473,-90.88,,,,,,,,
313030,Redoubt,20387,Confirmed Eruption,1966,1,24,1966,2,20,60.485,-152.742,,,,,,,,
211060,Etna,13796,Confirmed Eruption,1966,1,10,1971,3,16,37.748,14.999,,,,,,,,
332010,Kilauea,10100,Confirmed Eruption,1965,12,24,1965,12,25,19.421,-155.287,,,,,,,,
255060,Kavachi,15158,Confirmed Eruption,1965,12,11,1965,12,13,-8.991,157.979,,,,,,,,
290240,Sarychev Peak,18815,Confirmed Eruption,1965,12,9,1965,12,9,48.092,153.2,,,,,,,,
284010,Izu-Oshima,18037,Confirmed Eruption,1965,11,25,1966,6,13,34.724,139.394,,,,,,,,
256010,Tinakula,15200,Confirmed Eruption,1965,11,23,1966,6,11,-10.386,165.804,,,,,,,,
284090,Izu-Torishima,18370,Confirmed Eruption,1965,11,13,1965,12,5,30.484,140.303,,,,,,,,
264270,Sirung,16363,Confirmed Eruption,1965,11,2,1965,11,2,-8.508,124.13,,,,,,,,
360160,Kick 'em Jenny,12460,Confirmed Eruption,1965,10,24,1965,10,24,12.3,-61.64,,,,,,,,
263090,Tangkuban Parahu,15680,Confirmed Eruption,1965,10,16,1965,10,16,-6.77,107.6,,,,,,,,
344100,Masaya,11029,Confirmed Eruption,1965,10,10,1985,4,16,11.985,-86.165,,,,,,,,
273070,Taal,16853,Confirmed Eruption,1965,9,28,1965,9,30,14.002,120.993,,,,,,,,
257020,Gaua,15219,Confirmed Eruption,1965,9,27,1965,9,30,-14.27,167.5,,,,,,,,
264030,Rinjani,16222,Confirmed Eruption,1965,9,16,,,,-8.42,116.47,,,,,,,,
264010,Batur,16195,Confirmed Eruption,1965,8,18,1965,12,16,-8.242,115.375,,,,,,,,
290380,Ebeko,18870,Confirmed Eruption,1965,8,16,1965,8,16,50.686,156.014,,,,,,,,
300260,Klyuchevskoy,19452,Confirmed Eruption,1965,8,16,1966,12,26,56.056,160.642,,,,,,,,
257010,Suretamatai,15215,Confirmed Eruption,1965,8,9,1966,7,2,-13.8,167.47,,,,,,,,
233010,Karthala,14201,Confirmed Eruption,1965,7,12,1965,7,12,-11.75,43.38,,,,,,,,
266100,Lokon-Empung,16450,Confirmed Eruption,1965,7,10,1965,7,10,1.358,124.792,,,,,,,,
342110,Pacaya,10761,Confirmed Eruption,1965,7,4,1989,3,10,14.382,-90.601,,,,,,,,
262000,Krakatau,15608,Confirmed Eruption,1965,7,2,,,,-6.102,105.423,,,,,,,,
251020,Manam,14926,Confirmed Eruption,1965,7,2,1966,1,25,-4.08,145.037,,,,,,,,
300240,Tolbachik,19315,Confirmed Eruption,1965,7,2,,,,55.832,160.326,,,,,,,,
334120,Southern EPR-Segment K,10356,Confirmed Eruption,1965,7,2,,,,-17.436,-113.206,,,,,,,,
343100,San Miguel,21078,Confirmed Eruption,1965,6,14,,,,13.434,-88.269,,,,,,,,
283110,Asamayama,17803,Confirmed Eruption,1965,5,23,1965,5,23,36.406,138.523,,,,,,,,
300130,Karymsky,19182,Confirmed Eruption,1965,5,15,1967,2,16,54.049,159.443,,,,,,,,
285070,Akan,18698,Confirmed Eruption,1965,5,15,1965,5,15,43.384,144.013,,,,,,,,
264270,Sirung,16362,Confirmed Eruption,1965,5,7,1965,5,18,-8.508,124.13,,,,,,,,
267020,Karangetang,16524,Confirmed Eruption,1965,4,5,1967,6,16,2.781,125.407,,,,,,,,
300250,Bezymianny,19348,Confirmed Eruption,1965,3,9,1970,3,16,55.972,160.595,,,,,,,,
332010,Kilauea,10099,Confirmed Eruption,1965,3,5,1965,3,15,19.421,-155.287,,,,,,,,
263090,Tangkuban Parahu,15679,Confirmed Eruption,1965,2,16,1965,3,16,-6.77,107.6,,,,,,,,
344040,Telica,10925,Confirmed Eruption,1965,1,16,1965,1,28,12.606,-86.84,,,,,,,,
345040,Poas,11168,Confirmed Eruption,1964,12,25,1965,3,16,10.2,-84.233,,,,,,,,
300250,Bezymianny,19347,Confirmed Eruption,1964,12,25,1964,12,26,55.972,160.595,,,,,,,,
233020,"Fournaise, Piton de la",14361,Confirmed Eruption,1964,12,21,1965,2,15,-21.244,55.708,,,,,,,,
263200,Dieng Volcanic Complex,15785,Confirmed Eruption,1964,12,13,1964,12,13,-7.2,109.879,,,,,,,,
252010,Langila,14992,Confirmed Eruption,1964,12,4,1966,9,23,-5.525,148.42,,,,,,,,
242030,Raoul Island,14700,Confirmed Eruption,1964,11,19,1965,4,25,-29.27,-177.92,,,,,,,,
300270,Sheveluch,19579,Confirmed Eruption,1964,11,12,1964,11,12,56.653,161.36,,,,,,,,
343100,San Miguel,10857,Confirmed Eruption,1964,10,23,1964,11,16,13.434,-88.269,,,,,,,,
282110,Asosan,17333,Confirmed Eruption,1964,10,16,1966,12,16,32.884,131.104,,,,,,,,
357010,Tupungatito,14111,Confirmed Eruption,1964,8,3,1964,9,19,-33.425,-69.797,,,,,,,,
261170,Kerinci,15515,Confirmed Eruption,1964,7,8,1964,7,8,-1.697,101.264,,,,,,,,
334100,Southern EPR at 8°S,10352,Confirmed Eruption,1964,7,2,1969,7,2,-8.27,-107.95,,,,,,,,
357110,Llaima,12063,Confirmed Eruption,1964,7,2,,,,-38.692,-71.729,,,,,,,,
300250,Bezymianny,19346,Confirmed Eruption,1964,6,25,1964,9,20,55.972,160.595,,,,,,,,
285070,Akan,18697,Confirmed Eruption,1964,6,18,1964,7,4,43.384,144.013,,,,,,,,
312160,Trident,20233,Confirmed Eruption,1964,5,31,,,,58.236,-155.1,,,,,,,,
282110,Asosan,17332,Confirmed Eruption,1964,5,14,1964,5,14,32.884,131.104,,,,,,,,
233020,"Fournaise, Piton de la",14360,Confirmed Eruption,1964,4,30,1964,5,8,-21.244,55.708,,,,,,,,
255020,Bagana,15134,Confirmed Eruption,1964,4,24,1965,7,2,-6.137,155.196,,,,,,,,
311020,Kiska,19664,Confirmed Eruption,1964,3,18,,,,52.103,177.602,,,,,,,,
300240,Tolbachik,19314,Confirmed Eruption,1964,3,16,1964,4,24,55.832,160.326,,,,,,,,
265060,Nila,16381,Confirmed Eruption,1964,3,16,1964,3,16,-6.73,129.5,,,,,,,,
311340,Westdahl,20043,Confirmed Eruption,1964,3,10,1964,4,16,54.516,-164.65,,,,,,,,
357120,Villarrica,12164,Confirmed Eruption,1964,3,2,1964,4,21,-39.42,-71.93,,,,,,,,
257040,Ambrym,15273,Confirmed Eruption,1964,2,16,1966,9,16,-16.25,168.12,,,,,,,,
261230,Dempo,15570,Confirmed Eruption,1964,2,14,1964,2,14,-4.016,103.121,,,,,,,,
264270,Sirung,16361,Confirmed Eruption,1964,2,8,1964,10,5,-8.508,124.13,,,,,,,,
290360,Chikurachki,18851,Confirmed Eruption,1964,2,1,1964,2,16,50.324,155.461,,,,,,,,
264050,Sangeang Api,16249,Confirmed Eruption,1964,1,29,1965,12,1,-8.2,119.07,,,,,,,,
264150,Paluweh,16267,Confirmed Eruption,1963,12,31,1966,3,16,-8.32,121.708,,,,,,,,
311360,Shishaldin,20083,Confirmed Eruption,1963,12,28,,,,54.756,-163.97,,,,,,,,
266100,Lokon-Empung,16449,Confirmed Eruption,1963,12,17,1964,4,16,1.358,124.792,,,,,,,,
255060,Kavachi,15157,Confirmed Eruption,1963,12,14,1964,1,31,-8.991,157.979,,,,,,,,
251020,Manam,14925,Confirmed Eruption,1963,11,26,1964,4,16,-4.08,145.037,,,,,,,,
283150,Nasudake,17886,Confirmed Eruption,1963,11,20,1963,11,21,37.125,139.963,,,,,,,,
390020,Erebus,20616,Confirmed Eruption,1963,11,16,,,,-77.53,167.17,,,,,,,,
300260,Klyuchevskoy,19451,Confirmed Eruption,1963,11,13,1964,12,16,56.056,160.642,,,,,,,,
282110,Asosan,17331,Confirmed Eruption,1963,11,10,1964,1,16,32.884,131.104,,,,,,,,
372010,Vestmannaeyjar,12557,Confirmed Eruption,1963,11,8,1967,6,5,63.416,-20.266,,,,,,,,
233020,"Fournaise, Piton de la",14359,Confirmed Eruption,1963,11,7,1963,11,21,-21.244,55.708,,,,,,,,
312160,Trident,20232,Confirmed Eruption,1963,10,17,1963,11,17,58.236,-155.1,,,,,,,,
313010,Augustine,20270,Confirmed Eruption,1963,10,11,1964,8,19,59.363,-153.43,,,,,,,,
332010,Kilauea,10098,Confirmed Eruption,1963,10,5,1963,10,6,19.421,-155.287,,,,,,,,
342090,Fuego,10721,Confirmed Eruption,1963,9,28,1963,9,30,14.473,-90.88,,,,,,,,
257020,Gaua,15218,Confirmed Eruption,1963,9,15,1963,11,9,-14.27,167.5,,,,,,,,
264010,Batur,16194,Confirmed Eruption,1963,9,5,1964,5,10,-8.242,115.375,,,,,,,,
257040,Ambrym,15272,Confirmed Eruption,1963,8,30,1963,9,23,-16.25,168.12,,,,,,,,
332010,Kilauea,10097,Confirmed Eruption,1963,8,21,1963,8,23,19.421,-155.287,,,,,,,,
261170,Kerinci,15514,Confirmed Eruption,1963,7,16,,,,-1.697,101.264,,,,,,,,
283090,Niigata-Yakeyama,17545,Confirmed Eruption,1963,7,10,1963,9,30,36.921,138.036,,,,,,,,
257050,Lopevi,15306,Confirmed Eruption,1963,7,7,1965,7,2,-16.507,168.346,,,,,,,,
261160,Talang,15489,Confirmed Eruption,1963,7,2,,,,-0.979,100.681,,,,,,,,
341040,Colima,10467,Confirmed Eruption,1963,7,2,1970,7,2,19.514,-103.62,,,,,,,,
345040,Poas,11167,Confirmed Eruption,1963,5,23,1963,7,2,10.2,-84.233,,,,,,,,
300250,Bezymianny,19345,Confirmed Eruption,1963,5,16,1963,9,16,55.972,160.595,,,,,,,,
344120,Concepcion,11063,Confirmed Eruption,1963,5,9,,,,11.538,-85.622,,,,,,,,
282110,Asosan,17330,Confirmed Eruption,1963,4,21,1963,7,16,32.884,131.104,,,,,,,,
353050,"Negra, Sierra",11711,Confirmed Eruption,1963,4,13,1963,5,16,-0.83,-91.17,,,,,,,,
312160,Trident,20231,Confirmed Eruption,1963,4,1,1963,4,3,58.236,-155.1,,,,,,,,
252120,Ulawun,15049,Confirmed Eruption,1963,3,17,1963,5,2,-5.05,151.33,,,,,,,,
344070,"Negro, Cerro",10960,Confirmed Eruption,1963,3,16,,,,12.506,-86.702,,,,,,,,
345060,Irazu,11228,Confirmed Eruption,1963,3,13,1965,2,13,9.979,-83.852,,,,,,,,
290380,Ebeko,18869,Confirmed Eruption,1963,3,8,1964,7,2,50.686,156.014,,,,,,,,
353020,Wolf,11688,Confirmed Eruption,1963,3,4,1963,3,16,0.02,-91.35,,,,,,,,
357120,Villarrica,12163,Confirmed Eruption,1963,2,25,1963,9,21,-39.42,-71.93,,,,,,,,
264020,Agung,16210,Confirmed Eruption,1963,2,18,1964,1,27,-8.343,115.508,,,,,,,,
251020,Manam,14924,Confirmed Eruption,1963,2,15,1963,5,8,-4.08,145.037,,,,,,,,
283090,Niigata-Yakeyama,17544,Confirmed Eruption,1963,2,14,,,,36.921,138.036,,,,,,,,
311190,Amukta,19787,Confirmed Eruption,1963,2,13,,,,52.5,-171.252,,,,,,,,
241130,Rumble III,14672,Confirmed Eruption,1963,1,16,1966,12,16,-35.745,178.478,,,,,,,,
268060,Gamalama,16666,Confirmed Eruption,1962,12,31,1963,1,2,0.8,127.33,,,,,,,,
241040,Whakaari/White Island,14479,Confirmed Eruption,1962,12,15,,,,-37.52,177.18,,,,,,,,
332010,Kilauea,10096,Confirmed Eruption,1962,12,7,1962,12,9,19.421,-155.287,,,,,,,,
311320,Akutan,20021,Confirmed Eruption,1962,11,5,,,,54.134,-165.986,,,,,,,,
300250,Bezymianny,19344,Confirmed Eruption,1962,10,21,1962,11,6,55.972,160.595,,,,,,,,
284040,Miyakejima,18271,Confirmed Eruption,1962,8,24,1962,8,27,34.094,139.526,,,,,,,,
300240,Tolbachik,19313,Confirmed Eruption,1962,8,16,1963,7,2,55.832,160.326,,,,,,,,
342090,Fuego,10720,Confirmed Eruption,1962,8,4,1962,11,9,14.473,-90.88,,,,,,,,
257050,Lopevi,15305,Confirmed Eruption,1962,7,16,1962,7,16,-16.507,168.346,,,,,,,,
257020,Gaua,15217,Confirmed Eruption,1962,7,16,,,,-14.27,167.5,,,,,,,,
285050,Tokachidake,18658,Confirmed Eruption,1962,6,29,1962,9,16,43.418,142.686,,,,,,,,
283070,Yakedake,17523,Confirmed Eruption,1962,6,17,1963,6,29,36.227,137.587,,,,,,,,
344120,Concepcion,11062,Confirmed Eruption,1962,6,16,1962,6,16,11.538,-85.622,,,,,,,,
312160,Trident,20230,Confirmed Eruption,1962,6,9,1962,6,9,58.236,-155.1,,,,,,,,
241080,Tongariro,14598,Confirmed Eruption,1962,5,24,,,,-39.157,175.632,,,,,,,,
285070,Akan,18696,Confirmed Eruption,1962,4,28,1962,4,28,43.384,144.013,,,,,,,,
251020,Manam,14923,Confirmed Eruption,1962,4,16,,,,-4.08,145.037,,,,,,,,
266100,Lokon-Empung,16448,Confirmed Eruption,1962,4,16,1962,11,16,1.358,124.792,,,,,,,,
344070,"Negro, Cerro",10959,Confirmed Eruption,1962,3,21,1962,4,16,12.506,-86.702,,,,,,,,
252010,Langila,14991,Confirmed Eruption,1962,3,16,1963,8,11,-5.525,148.42,,,,,,,,
283090,Niigata-Yakeyama,17543,Confirmed Eruption,1962,3,14,1962,3,14,36.921,138.036,,,,,,,,
390140,Protector Seamounts,13232,Confirmed Eruption,1962,3,5,,,,-55.912,-28.167,,,,,,,,
255020,Bagana,15133,Confirmed Eruption,1962,2,15,1963,7,2,-6.137,155.196,,,,,,,,
267020,Karangetang,16523,Confirmed Eruption,1962,1,29,1963,12,16,2.781,125.407,,,,,,,,
311020,Kiska,19663,Confirmed Eruption,1962,1,24,,,,52.103,177.602,,,,,,,,
284010,Izu-Oshima,18233,Confirmed Eruption,1962,1,16,1965,5,16,34.724,139.394,,,,,,,,
255060,Kavachi,15156,Confirmed Eruption,1962,1,16,1962,2,16,-8.991,157.979,,,,,,,,
344040,Telica,10924,Confirmed Eruption,1962,1,16,1962,1,16,12.606,-86.84,,,,,,,,
357040,Planchon-Peteroa,11943,Confirmed Eruption,1962,1,16,,,,-35.223,-70.568,,,,,,,,
373060,Askja,12919,Confirmed Eruption,1961,10,26,1961,12,5,65.033,-16.783,,,,,,,,
344070,"Negro, Cerro",10958,Confirmed Eruption,1961,10,25,,,,12.506,-86.702,,,,,,,,
300250,Bezymianny,19343,Confirmed Eruption,1961,10,18,1961,12,15,55.972,160.595,,,,,,,,
358060,Lautaro,12319,Confirmed Eruption,1961,10,16,,,,-49.019,-73.504,,,,,,,,
386010,Tristan da Cunha,13147,Confirmed Eruption,1961,10,10,1962,3,15,-37.092,-12.28,,,,,,,,
267020,Karangetang,16522,Confirmed Eruption,1961,10,9,1961,10,19,2.781,125.407,,,,,,,,
332010,Kilauea,10095,Confirmed Eruption,1961,9,22,1961,9,24,19.421,-155.287,,,,,,,,
283110,Asamayama,17802,Confirmed Eruption,1961,8,18,1961,11,16,36.406,138.523,,,,,,,,
257040,Ambrym,15271,Confirmed Eruption,1961,8,15,1963,4,3,-16.25,168.12,,,,,,,,
285050,Tokachidake,18657,Confirmed Eruption,1961,8,14,1961,8,14,43.418,142.686,,,,,,,,
255020,Bagana,15132,Confirmed Eruption,1961,7,26,,,,-6.137,155.196,,,,,,,,
251020,Manam,14922,Confirmed Eruption,1961,7,16,1961,9,16,-4.08,145.037,,,,,,,,
263090,Tangkuban Parahu,15678,Confirmed Eruption,1961,7,16,1961,8,1,-6.77,107.6,,,,,,,,
332010,Kilauea,10094,Confirmed Eruption,1961,7,10,1961,7,17,19.421,-155.287,,,,,,,,
341040,Colima,10466,Confirmed Eruption,1961,7,2,1962,12,1,19.514,-103.62,,,,,,,,
357120,Villarrica,12162,Confirmed Eruption,1961,7,2,,,,-39.42,-71.93,,,,,,,,
357090,Copahue,12007,Confirmed Eruption,1961,7,2,,,,-37.856,-71.183,,,,,,,,
312160,Trident,20229,Confirmed Eruption,1961,6,30,,,,58.236,-155.1,,,,,,,,
300250,Bezymianny,19342,Confirmed Eruption,1961,5,21,1961,6,6,55.972,160.595,,,,,,,,
266100,Lokon-Empung,16447,Confirmed Eruption,1961,5,19,1961,12,16,1.358,124.792,,,,,,,,
